timestamp,product_id,handle,old_title,new_title
2026-07-03T10:10:47.451Z,gid://shopify/Product/15046135742850,"adidas-originals-x-minecraft-jacket-pulse-magenta","adidas Originals x Minecraft Jacket Pulse Magenta | Resell","adidas Originals x Minecraft Jacket Pulse Magenta"
2026-07-03T10:10:47.810Z,gid://shopify/Product/15046135939458,"adidas-gazelle-indoor-shadow-red-semi-spark-green","adidas Gazelle Indoor Shadow Red Semi Spark Green | Resell","adidas Gazelle Indoor Shadow Red Semi Spark Green"
2026-07-03T10:10:48.136Z,gid://shopify/Product/15046136103298,"adidas-sambae-core-black-metallic-gold-womens","adidas Sambae Core Black Metallic Gold (Women's) | Resell","adidas Sambae Core Black Metallic Gold (Women's)"
2026-07-03T10:10:48.486Z,gid://shopify/Product/15046137643394,"adidas-gazelle-indoor-cream-white-blue-orange","adidas Gazelle Indoor Cream White Blue Orange | Resell","adidas Gazelle Indoor Cream White Blue Orange"
2026-07-03T10:10:48.783Z,gid://shopify/Product/15046137676162,"adidas-handball-spezial-night-indigo-yellow","adidas Handball Spezial Night Indigo Yellow | Resell","adidas Handball Spezial Night Indigo Yellow"
2026-07-03T10:10:49.164Z,gid://shopify/Product/15046137741698,"adidas-handball-spezial-semi-flash-aqua","adidas Handball Spezial Semi Flash Aqua (Women's) | Resell","adidas Handball Spezial Semi Flash Aqua (Women's)"
2026-07-03T10:10:49.512Z,gid://shopify/Product/15046137840002,"adidas-samba-og-shadow-olive-preloved-green","adidas Samba OG Shadow Olive Preloved Green | Resell","adidas Samba OG Shadow Olive Preloved Green"
2026-07-03T10:10:49.810Z,gid://shopify/Product/15046137938306,"adidas-gazelle-indoor-hikari-shibata-night-indigo","adidas Gazelle Indoor Hikari Shibata Night Indigo | Resell","adidas Gazelle Indoor Hikari Shibata Night Indigo"
2026-07-03T10:10:50.139Z,gid://shopify/Product/15046960939394,"adidas-sambae-kseniaschnaider-black-womens","adidas Sambae KSENIASCHNAIDER Black (Women's) | Resell","adidas Sambae KSENIASCHNAIDER Black (Women's)"
2026-07-03T10:10:50.431Z,gid://shopify/Product/15046961037698,"adidas-gazelle-wonder-taupe-orchid","adidas Gazelle Wonder Taupe Orchid (Women's) | Resell","adidas Gazelle Wonder Taupe Orchid (Women's)"
2026-07-03T10:10:50.775Z,gid://shopify/Product/15046961168770,"adidas-gazelle-indoor-wonder-clay-womens","adidas Gazelle Indoor Wonder Clay (Women's) | Resell","adidas Gazelle Indoor Wonder Clay (Women's)"
2026-07-03T10:10:51.136Z,gid://shopify/Product/15046961267074,"adidas-gazelle-jude-bellingham-belligold-pack","adidas Gazelle Jude Bellingham Belligold Pack | Resell","adidas Gazelle Jude Bellingham Belligold Pack"
2026-07-03T10:10:51.449Z,gid://shopify/Product/15046961693058,"adidas-sambae-collegiate-green-gum-womens","adidas Sambae Collegiate Green Gum (Women's) | Resell","adidas Sambae Collegiate Green Gum (Women's)"
2026-07-03T10:10:51.775Z,gid://shopify/Product/15046961791362,"adidas-gazelle-85-green-white-gold-metallic","adidas Gazelle 85 Green White Gold Metallic | Resell","adidas Gazelle 85 Green White Gold Metallic"
2026-07-03T10:10:52.100Z,gid://shopify/Product/15046962119042,"adidas-handball-spezial-core-black-shadow-red","adidas Handball Spezial Core Black Shadow Red | Resell","adidas Handball Spezial Core Black Shadow Red"
2026-07-03T10:10:52.396Z,gid://shopify/Product/15046962184578,"adidas-samba-og-footlocker-50th-anniversary","adidas Samba OG Footlocker 50th Anniversary | Resell","adidas Samba OG Footlocker 50th Anniversary"
2026-07-03T10:10:52.732Z,gid://shopify/Product/15046962282882,"adidas-gazelle-preloved-red-off-white-cream-white","adidas Gazelle Preloved Red Off White Cream White | Resell","adidas Gazelle Preloved Red Off White Cream White"
2026-07-03T10:10:53.045Z,gid://shopify/Product/15046962348418,"adidas-gazelle-85-core-black-footwear-white","adidas Gazelle 85 Core Black Footwear White | Resell","adidas Gazelle 85 Core Black Footwear White"
2026-07-03T10:10:53.353Z,gid://shopify/Product/15046962381186,"adidas-gazelle-gucci-original-gg-beige-brown","adidas Gazelle Gucci Original GG Beige Brown | Resell","adidas Gazelle Gucci Original GG Beige Brown"
2026-07-03T10:10:53.677Z,gid://shopify/Product/15046962446722,"adidas-gazelle-indoor-bold-orange-w","adidas Gazelle Indoor Bold Orange (Women's) | Resell","adidas Gazelle Indoor Bold Orange (Women's)"
2026-07-03T10:10:54.106Z,gid://shopify/Product/15046963560834,"adidas-campus-00s-shadow-red-off-white-womens","adidas Campus 00s Shadow Red Off White (Women's) | Resell","adidas Campus 00s Shadow Red Off White (Women's)"
2026-07-03T10:10:54.577Z,gid://shopify/Product/15046963626370,"adidas-predator-elite-foldover-tongue-fg-moments","adidas Predator Elite Foldover Tongue FG Moments | Resell","adidas Predator Elite Foldover Tongue FG Moments"
2026-07-03T10:10:54.875Z,gid://shopify/Product/15046963691906,"adidas-samba-og-warm-clay-clear-orange-womens","adidas Samba OG Warm Clay Clear Orange (Women's) | Resell","adidas Samba OG Warm Clay Clear Orange (Women's)"
2026-07-03T10:10:55.295Z,gid://shopify/Product/15046963724674,"adidas-sl-72-og-sporty-rich-mint-rush-womens","adidas SL 72 OG Sporty & Rich Mint Rush (Women's) | Resell","adidas SL 72 OG Sporty & Rich Mint Rush (Women's)"
2026-07-03T10:10:55.851Z,gid://shopify/Product/15046963954050,"adidas-sambae-white-better-scarlet-gum-womens","adidas Sambae White Better Scarlet Gum (Women's) | Resell","adidas Sambae White Better Scarlet Gum (Women's)"
2026-07-03T10:10:56.143Z,gid://shopify/Product/15046964576642,"adidas-gazelle-indoor-light-blue-yellow-gum-womens","adidas Gazelle Indoor Light Blue Yellow Gum | Resell","adidas Gazelle Indoor Light Blue Yellow Gum"
