timestamp,handle,product_id,old_title,new_title,old_description,new_description
2026-07-03T09:38:14.488Z,adidas-handball-spezial-semi-flash-aqua,gid://shopify/Product/15046137741698,adidas Handball Spezial Semi Flash Aqua (Women's) | Resell Lausanne...,adidas Handball Spezial Semi Flash Aqua (Women's) | Resell,,
2026-07-03T09:38:14.977Z,adidas-samba-og-earth-strata-wonder-white,gid://shopify/Product/15046137774466,adidas Samba OG Earth Strata Wonder White | Resell Lausanne Suisse,adidas Samba OG Earth Strata Wonder White | Resell Lausanne,,
2026-07-03T09:38:15.470Z,adidas-gazelle-solid-grey,gid://shopify/Product/15046137807234,adidas Gazelle Solid Grey | Sneakers Authentiques | Resell Lausanne,adidas Gazelle Solid Grey | Resell Lausanne,"adidas Gazelle Solid Grey authentique en Suisse. adidas 100% vérifié, livraison rapide. Achetez chez Resell Lausanne.","adidas Gazelle Solid Grey authentique en Suisse. Tailles EU, livraison CH/EU, paiement Twint & Alma. Authenticité garantie Resell Lausanne."
2026-07-03T09:38:15.996Z,adidas-samba-og-shadow-olive-preloved-green,gid://shopify/Product/15046137840002,adidas Samba OG Shadow Olive Preloved Green | Resell Lausanne Suisse,adidas Samba OG Shadow Olive Preloved Green | Resell,,
2026-07-03T09:38:16.523Z,adidas-sl-72-rs-solar-slime-royal-blue,gid://shopify/Product/15046137905538,adidas SL 72 RS Solar Slime Royal Blue | Resell Lausanne Suisse,adidas SL 72 RS Solar Slime Royal Blue | Resell Lausanne,,
2026-07-03T09:38:17.039Z,adidas-gazelle-indoor-hikari-shibata-night-indigo,gid://shopify/Product/15046137938306,adidas Gazelle Indoor Hikari Shibata Night Indigo | Resell Lausanne...,adidas Gazelle Indoor Hikari Shibata Night Indigo | Resell,,
2026-07-03T09:38:17.388Z,adidas-handball-spezial-night-indigo-orchid-fusion-gs,gid://shopify/Product/15046139117954,adidas Handball Spezial Night Indigo Orchid Fusion (GS) | Resell La...,adidas Handball Spezial Night Indigo Orchid Fusion (),,
2026-07-03T09:38:17.897Z,adidas-gazelle-bold-preloved-red-womens,gid://shopify/Product/15046960775554,adidas Gazelle Bold Preloved Red (Women's) | Resell Lausanne Suisse,adidas Gazelle Bold Preloved Red (Women's) | Resell Lausanne,,
2026-07-03T09:38:18.315Z,adidas-samba-adv-ryr-gino-iannucci-black,gid://shopify/Product/15046960808322,adidas Samba ADV RYR Gino Iannucci Black | Resell Lausanne Suisse,adidas Samba ADV RYR Gino Iannucci Black | Resell Lausanne,,
2026-07-03T09:38:18.786Z,adidas-handball-spezial-chalk-white-collegiate-green-night-indigo,gid://shopify/Product/15046960873858,adidas Handball Spezial Chalk White Collegiate Green Night Indigo |...,adidas Handball Spezial Chalk White Collegiate Green Night,,
